/IN_AMP X,/IN_AMP Y,/OUT_AMP X,/OUT_AMP Y
4.350416919422243e-10,0.0001142374351249115,4.350416919422243e-10,0.0004711896867175847
4.359617973126372e-10,-8.912532027486849e-05,4.359617973126372e-10,0.0001003112512429297
4.371148173023987e-10,-0.0003439671347984763,4.371148173023987e-10,-0.0003804833715786289
4.385065528961775e-10,-0.0006515701488008906,4.385065528961775e-10,-0.000959586684032272
4.398047751119512e-10,-0.0009385047276116757,4.398047751119512e-10,-0.001467185510833939
4.416951944139436e-10,-0.001356327392793582,4.416951944139436e-10,-0.002106667911090409
4.423076923077e-10,-0.001491702387176,4.423076923077e-10,-0.002278412401854287
4.424585690057227e-10,-0.001476100801616828,4.424585690057227e-10,-0.002316730126470042
4.427071684756181e-10,-0.00145039407585754,4.427071684756181e-10,-0.002377956256797729
4.430245978571992e-10,-0.001417569910690647,4.430245978571992e-10,-0.002450459872521779
4.433501419231735e-10,-0.001383906636870762,4.433501419231735e-10,-0.002517959140727698
4.440012300551222e-10,-0.001316580089230991,4.440012300551222e-10,-0.002630982000987417
4.453034063190195e-10,-0.001181926993951449,4.453034063190195e-10,-0.002763113172565243
4.479077588468141e-10,-0.0009126208033923664,4.479077588468141e-10,-0.002630384955557582
4.505121113746087e-10,-0.0006433146128332831,4.505121113746087e-10,-0.001983530001525804
4.51814287638506e-10,-0.0005086615175537417,4.51814287638506e-10,-0.001487810373215277
4.522553581138289e-10,-0.0004187791424669823,4.522553581138289e-10,-0.001298288453443469
4.531374990644748e-10,-0.000210024348952876,4.531374990644748e-10,-0.0008935500571351165
4.541188483926385e-10,2.220767271668223e-05,4.541188483926385e-10,-0.000411514670793555
4.55108772009364e-10,0.0002564687622318722,4.55108772009364e-10,9.593455976978003e-05
4.56466674589888e-10,0.000577810462333188,4.56466674589888e-10,0.0007989311414303422
4.580005454914582e-10,0.0009407942951323892,4.580005454914582e-10,0.001559917007566714
4.594770551919723e-10,0.001290203850857822,4.594770551919723e-10,0.002204577057967721
4.615384615385e-10,0.001778026636891,4.615384615385e-10,0.002897458233665837
4.61663227125963e-10,0.001758603338650712,4.61663227125963e-10,0.002929222156298731
4.621689635711396e-10,0.00167987113367826,4.621689635711396e-10,0.003047214535796092
4.62646090549956e-10,0.001605592802637773,4.62646090549956e-10,0.00313835232284957
4.630321404042068e-10,0.001545493206208958,4.630321404042068e-10,0.003197195207377287
4.638042401127083e-10,0.001425294013351329,4.638042401127083e-10,0.003273256247312101
4.653484395297112e-10,0.00118489562763607,4.653484395297112e-10,0.003253444367019857
4.684368383637172e-10,0.0007040988562055522,4.684368383637172e-10,0.002549462370440435
4.715252371977231e-10,0.0001908098377236068,4.715252371977231e-10,0.001108513837249568
4.722338488003819e-10,1.849937927522394e-05,4.722338488003819e-10,0.0006983753296810698
4.73369764471639e-10,-0.0002577170266354853,4.73369764471639e-10,1.051804124869051e-05
4.751880178381837e-10,-0.0006998549622678054,4.751880178381837e-10,-0.00110847960098651
4.767944133580394e-10,-0.001090476210123783,4.767944133580394e-10,-0.002047512699384403
4.789983308568401e-10,-0.001626394664148388,4.789983308568401e-10,-0.003114792765473263
